username,full_text,label
Irwan_khoben,@Amaaisan Apa jangan2 IKN adalah sebagai bentuk mahar si mulyono makanya dia ngotot banget kudu dibangun apapun caranya,Positif
dmdi_id,Presiden Jokowi mengklaim bahwa Istana Negara di Jakarta dan Bogor mengandung bau-bau kolonial yang selalu dirasakannya. Ironisnya IKN justru menjadi simbol neo-kolonialisme ... https://t.co/HwRx5s0ZuJ https://t.co/HyeHZywUjC,Netral
drafdigital,PBNU Bahas 2 Proyek Strategis dengan Jokowi: Investasi IKN-Izin Tambang! Dua hal utama yang dibahas adalah soal pemberian izin tambang dan investasi di Ibu Kota Nusantara (IKN). https://t.co/6JqQRz7GAJ,Positif
Sigit_Apriandi,Slesai tu IKN,Netral
reza_rama_rkt,@OmJ_JeNggot Hati hati y adek adek,Negatif
umpah2rights,sebaeknya ikn dibangun di saranjana kota ghaib sja,Positif
emfeef25,@Aryprasetyo85 Klo gedung dpr mpr di ikn sudah jadi bisa berabe pendemo...kebanyang berapa biaya untuk demo kesana Apalagi di sana langka pendemo..suaranya bisa di seragamin ga vokal..kritik..pada diam mingkem..,Positif
rannia_my,Bukan masalah malu doang itu investor makin ogah buat proyek IKN,Netral
shikanokou,Bisa ga kita semasal hancurin IKN wkwkwk atau pemerintah secara langsung rusakin semuanya sekalian biar karma balik ke mereka,Positif
Mukidioon2,Sementara @jokowi bermewah mewahan dalam hidup dan bermegah megahan dalam merayakan hari kemerdekaan di ikn pahlawan bangsa ini tidak di perhatikan keselamatannya. https://t.co/B5JWBwd0oQ,Netral
ichlashbro,Dari kontroversi soal bentuk istana IKN saya rasa perlunya konsep desain yang matang dan literatur yang banyak agar menghasilkan desain yang baik. Konsep itu penting bagi seorang arsitek walaupun dalam perkuliahan konsep itu jarang diajarkan dan,Positif
3rwin__34,Pak saya yg belum kesana pun ikut merasakan udara di #IKN pasti bersih karena bukan kawasan industri tdk ada pabrik beroperasi disana Pak. Masa gitu amat sih pak gak ada yg lebih berbobot ? https://t.co/na5ooq1mQl,Positif
SetopKorupsi,Kalo Presiden sekaligus sebagai investor IKN bisa konflik kepentingan pak. Dugaan saya inisih gimick nyenangin jokowi sesaat. https://t.co/n3qNxToVQR,Positif
TatiSahea,@jokowi kerja ASN nya nanti apa dan utk siapa yaah di IKN? fasilitas sebagus itu,Netral
ferylefranus,@OktermanLkmn @PngAdilnR4kyt @jokowi @ikn_id Kaya rumah pribadinya aja larang sini boleh sono... Lupa diri,Netral
firstmara_22320,@gustavssondhela Woi wanita anjing iblis betina knp si anies yg kau slahkan smua smber nya dri manusia pnipu yg kau puja jkwi mhluk gorong2 yg berhati plos rpa nya moster garong yg memeras rkyt berapa byk org china msuk k ngara ini smnjak anjing ini berku,Positif
Keke43636812,@tempodotco yg punya ambisi bangun IKN lah dia yg mau berkantor bln juli diIKN dia yg mau pindahin ibu kota lah dia yg mau pindah juga dia skrg dia sendiri juga blum siap laah sebetulnya bapa ini siapa setiap omongan gk bisa dipegang kebohongan demi keboh,Positif
rasa2086,pembangunan IKN dengan konsep Smart City dan A City for all merupakan sebuah peradaban baru yang akan diciptakan oleh generasi saat ini. IKN merupakan perpaduan seni dan teknologi yang diharonisasikan dengan alam. Bahlil Metro TV Scudetto Manggarai Jokowi Audrey PDIP Dingin https://t.co/7YRZFi92j2,Positif
arhamdgpile,@BosPurwa Beberapa tahun IKN bisa terbangun.â¼ï¸ sedangkan periode masa jabatan presiden hanya 5 + 5 jika berlanjut. Semoga pemimpin negeri ini selalu berpikir positif terhadap negara dan bangsa Indonesia.,Positif
dnm_operational,@unilubis @IDNTimes Tanda tanda jabatan Eng pengendali Udara akan dikudeta...edisi IKN pengendali Udara.,Netral
zerotohero099,Hanya ingin ke IKN 2025 min,Netral
pikiran_rakyat,Selamat Pagi Sobat PR! . Hari ini di Koran Harian Umum Pikiran Rakyat edisi No. 110 Selasa 13 Agustus 2024 membahas mengenai Beringin diterpa Prahara Prabowo Memastikan Pembangunan IKN dilanjutkan dan Jangan lewatkan Talkshow di @prfmnews . Jangan lupa beli dan baca Harian https://t.co/5RrYkhvwKz,Positif
kumparan,Rupa-rupa Kabar dari IKN: Tamu Upacara 1.300 Hotel di Sekitar Penuh #newsupdate #update #news #text https://t.co/9rXZCUuiAI,Positif
SoulOfIndonesia,Yang tidak kita ketahui di IKN â¬ï¸â¬ï¸,Netral
_djono1892,@txtdrimedia Emang itu sudah finish? Istana Garuda IKN sudah jadi?,Netral
iswin,@KompasTV Yang memprotes disebut nyinyir dilihat dari sisi masyarakat yang berduit akan berbeda dgn masyarakat yang utk makan sehari2 saja susah. Apakah mereka yg kelaparan bangga punya IKN?,Positif
Beritasatu,Komitmen Prabowo pada Sidang Kabinet Optimistis Pembangunan IKN Dilanjutkan https://t.co/doxqZC00T5 #beritasatu #news #berita,Netral
thekilerinsting,@zy_zy_lestary @adri_7i @are_inismyname @BBerizik @DedynurPalakka @dika_maxelyou @Kimberley_PS08 @MikamiRambo @Rocky_Antonie @IrwanResma19226 @HaramAsoy Ikn untuk siapa?,Netral
kretekmantab,@StefanAntonio__ Identik dgn masa kegelapan kalau ikn dilanjutkan mungkin,Negatif
syueb2011,@NenkMonica Hari ini memang ke IKN tapi tidak menetap disana Akan ada 1001 alasan untuk berkelit. Disamping itu ada anggota @KSPgoid yang siap dengan berbagai pembelaan melalui @AliNgabalinNew @JoanesJoko,Positif
petruspasaribuu,Saya setuju IKN dibangun. Tapi kalau sampai mengabaikan kondisi seperti ini Jelas saya tidak setuju. Ini terkait cita cita konstitusi yaitu cerdaskan kehidupan bangsa Bagaimana bangsa ini mau cerdas kalau akses untuk sekolah saja diabaikan pemerintah. Anak2 akan malas pergi,Positif
helmbiruku,@mas_veel kukira pindah ke IKN atau jadi Sekjen PBB https://t.co/LT2Nf4JvTE,Positif
chuluq,@detikcom Semua relawan projo di pindah aja ke ikn permanen,Netral
Almudattsir,@riandri1682 @jansen_jsp Indonesia bisa Mengalahkn cara2 yg ditempuh China. Yaitu : Dengan Menjual dinasti di Pilpres &amp; pilkada2 . Serta Menjual omong kosong ttg Kereta cepat dan Taksi terbang dibalikpapan ikN PP,Negatif
triplescenes,@koganenohikari gemes sama bendera ikn di belakang JELEK BGT pls bagusan bendera prodi gue,Negatif
panjitotti,@StefanAntonio__ Dementor IKN siap menghisap pajakmu,Positif
Aqimd,@hasyimmah maksa ikn lanjut tapi anggarannya meloroti apbn tuh gmn ya? IKN jadi tp negara makin miskin gak kira2?,Netral
DaengKolombo,Maaf ya nak duitnya lagi buat bangun IKN buat investor dulu !!,Positif
gompielemon,Pemerataan ekonomi they said wkwkwk. Serem ya kadang. Sekarang tinggal lu bikin aje video2 macem gini. Percaya udh banyak org kalau IKN (((memeratakan ekonomi))),Positif
tribunkaltim,LIVE - Belum Ada Jaringan PDAM Warga Sepaku di Sekitar IKN Kaltim Masih harus Beli Air Bersih ://kaltim.tribunnews.com/2024/07/27/live-belum-ada-jaringan-pdam-warga-sepaku-di-sekitar-ikn-kaltim-masih-harus-beli-air-bersih lewat @tribunkaltim,Positif
CelahSumbar,Perabotan Kantor Kpresidenan Telah Tiba Jokowi Jadi Pindah ke IKN Akhir Juli? https://t.co/ENZUN29j6r,Netral
shotgunputer,@Th3Forge @BudiBukanIntel Belum. Selama program makan gratis itu belum ada niatan batal ya ga bisa bilang lega. Hapus jg itu UU KPK ama UU omnibus law. Seriusin masalah judol. Trs jg kudu ada niatan serius tunda IKN. Selama ini semua masih kelabakan janga,Negatif
T4atak,IKN Nusantara ð²ð¨,Netral
nanazara_,@SmudgeStan udah diunfoll 2 orang kalimantan krn ga pro IKN,Netral
Yogesswarachand,Patung di IKN yg dibuat oleh pak Nyoman Nuarta terbuat dari campuran bahan Tembaga &amp; Baja tembaga akan berubah warna menjadi hijau karena oksidasi atau juga disebut patina.,Negatif
BSemeru4572,@AbdulRachimmks Mereka bisa mempromosikan IKN lah kalau yg cuman bisanya ngritik ngapain dilibatkan,Netral
prikiti71422328,@Lets_Me_Check @vickotwitt @Adiprayitno_20 Ya kan baru 2 tahun itupun progresnya sudah bagus kan target pidah IKN bertahap begitu juga sdm/asnnya. Berita terbaru air dan listrik sudah ada untuk kantor presiden dan sebagian hunian asn dan sebagian rumah me,Positif
BatuGiok16,@muhammadiyah Bangke emang di saat hutan di gundulin untuk ikn dan food estate kalian kemana.,Positif
DOITSMARTWAY,@ethadisaputra @jokowi Apa sih tujuan memindahkan Ibukota ke IKN ?,Netral
nangisinhuruf,@CyanobacteRif nnt bagi2 aipon di ikn,Netral
e100ss,Jokowi Presiden Menginginkan IKN Aman dari Tindak Kejahatan https://t.co/OXwlpXH8w4,Positif
istiraahat,@RagilSemar Jauh-jauh ke IKN buat nginap di istana eh makannya malah di hutan. Sebenarnya rakyat tuh gak butuh IKN canggih macam-macam taksi terbang lah apa lah. Cukup jadi Pak. Cukup dengan pemerintahan jalan secara bersih. Sudah cukup Pk @jokowi...,Positif
CocoAgain98,Jokowi dan tim pemandu sorak hore datang ke IKN. Jokowi juga mengatakan bahwa listrik air dan internet di IKN oke. Semoga kabar ini benar. Asal jangan sepulang dari IKN justru lambenya judir karena dirubung semut. https://t.co/36hWEAXICF,Positif
ronavioleta,Daripada ngajak influencer dan 500 relawan ke IKN cuma buat puja puji. Mending anda @jokowi ajak para PNS yg akan anda paksa tinggal di IKN. Agar mereka tahu keadaan lingkungan yg akan mereka tinggali. Shgga bisa mempersiapkan diri dan klrganya lahir batin https://t.co/LA5UEndNPE https://t.co/0WZxCp1tP5,Positif
tatakujiyati,IKN: Di hari2 biasa sulit air. Jika musim hujan dr 30 hari hy 8 hari yg terang. Banjir. Akses transportasi ke/ dr IKN sulit. Fasilitas publik dasar belum ada. Pendudukpun masih jarang. Presidenpun ngaku gak kerasan. Situasi begini investor mana yg tertarik bikin usaha di IKN?,Negatif
_Exfast,@Kimberley_PS08 percaya omongan lu ini sama aja percaya jokowi bangun IKN ga pake duit negara,Netral
T4atak,IKN terbaik,Positif
MelPrap170845,@jokowi Apa perlunya mengajak para selebriti ke IKN malah mengurangi wibawa bapak justru yg diajak para investor di IKN untuk menunjukkan perkembangan IKN,Netral
LSukiyah684,@Boediantar4 yg mau pindah IKN aja yg suruh bayar . Katanya yg mau daftar kn buanyaaaakkj. Pd ngantri,Netral
CyanobacteRif,@ceIestialan baguslah mereka tinggal aja di ikn biar jadi percobaan,Positif
hur442,@RagilSemar Memang keren banget progres pembangunan IKN semuanya tertata rapi akan menjadi kota yang ramah lingkungan menarik investor dan mata dunia akan tertuju ke IKN demi bangsa dan negara NKRI JAYA. Pinjem dulu dong seratus,Positif
wahyu_djanti88,@ethadisaputra Setelah smua gatheringnya dibayarin pk pajak rakyat... Ayo boyong smua anggota keluarga kalian pindah ke IKN...have nice day in there don't forget be happy,Positif
AidinAzmi,@SekarJayanti07 Apa karena nggak diajak naik motor di tol sama presiden ikn?,Netral
Nicke9662734599,@kompascom Memenuhi janji koq soal berkantor di IKN... . Ini janji yg tdk ada artinya bagi rakyat . Banyak sekali janjiÂ² yg diharapkan rakyat bisa terpenuhi tapi ternyata tidak dipenuhi .. omdo dan berbohong saja. cc: @tempodotco @alisyarief,Positif
An14isa,IKN Nusantara ð²ð¨,Netral
rizapasha_,@nyinyirsedunia @satriohendri IKN udah dibeli jadi tanah negara kawasannya,Netral
Idiand,@Beritasatu Siapa juga yang mau Upacara di IKN ya kalo diongkosin seperti selebritis boleh juga.,Positif
day572476421482,@AgoyUSA @mas_veel 2022 ikn masi hutan terhalang covid..,Netral
KATADATAcoid,Rangkaian Ketiga Kereta Otonom Tiba di IKN Moda Transportasi saat 17 Agustus https://t.co/5mrU2N0UCn,Positif
ucieamoi,@03__nakula Ikn mangkrak,Netral
infopklraya,Basuki Minta Maaf Bandara IKN Belum Siap Peserta Upacara HUT ke-79 Kemerdekaan RI Dibatasi https://t.co/K02g0ymUU3,Positif
metski09,@ARSIPAJA Motor beginian mah biasanya kan sewa sekali pake doang buat acara dikira motor pribadi dibawa ke ikn gitu??,Negatif
df874d3ee07848b,@PakarINTELek Ikn nanti ny jg gini siap Nanti u bakal tanggung jawab pak @jokowi,Positif
maryantoadji,@satriohendri iKN akan agal total duit negara habis...EGP (itu sebenarnya hati kecilnya Jokowi) yg penting org2 disekitar istana sdh kenyang.,Negatif
arhamdgpile,@03__nakula Pada saat upacara HUT RI di IKN Akan turun hujan lebat https://t.co/mZsDVEww16,Negatif
VirgoNunnaa,@kegblgnunfaedh Presidenya sibuk keliling ikn bersama Artis%orang2 kaya JOGETIN AJA!!!,Positif
H1m4_W4r1,@zendayazen45 @jokowi @prabowo Kepala otorita &amp; wakilnye dijadiin direktur marketing ntuk nawarin IKN ke luar negeri. Lagian selama di bawah mrka progres fisik kurang cepat mangkanye diganti. Paham luh Blok,Negatif
KakakLap,Calon Paskibraka Siap Sukseskan HUT RI di IKN https://t.co/sVaV1Wqgjq,Positif
satrio_roiaisas,@VIVAcoid Kalo pak @jokowi mau 17 agustusan di IKN rakyat masih maklum kalo relawan asal jangan pakai duit APBN terserah mau kemana pun juga,Netral
_PencariCuan_,@yaniarsim @Pemkot_Sukabumi @nadiemmakarim @jokowi Maaf bu APBN diarahkan ke IKN yang mangkrak,Negatif
kohaku012023,@msaid_didu om didu iri tidak diundang ke ikn,Netral
Martinluth91,@MafiaWasit Lha panitia gmn?? Kok beda dg panitia HUT RI 79 di IKN ya,Netral
Kentangino,@tempodotco Urgen bgt bikin ikn pake monumen segede badag,Positif
DaummT35853,@ernestprakasa Nampaknya Negara udah minim Dana akibat program2 berbudget TINGGI yg sebenarnya tidak penting2 amat seperti IKN lalu MAKAN SIANG GRATIS ... akhirnya Rakyat terbebani ... semoga Jendral Prabowo berpikir ulang atas kedua program tsb.,Positif
withmetome,@tempodotco PRIORITASKAN BANGSA INI KAN BUKAN IKN,Netral
Clara_Shinta99,IKN Adalah Langkah Besar Menuju Indonesia Maju Keberadaan IKN Nusantara akan menunjukkan kebesaran bangsa Indonesia. Dalam melakukan transformasi di berbagai bidang untuk menuju Indonesia maju di masa mendatang. Kalah Iklan Royco Rocky Kaesang Penjilat #cumtribute Semangka https://t.co/Bjw26Zhl6n,Positif
al_umma14,betul apalagi buat IKN pantesan pajak mau naik lagi HIDUP IKN!!!!,Positif
ibe_rajobasa,BPK RI gak jadi anda periksa pembangunan IKN apa mau ditunggu dulu jadi bangunan lapuk seperti bujang gak laku-laku Semangat pak BPK,Positif
abdrokep344,@PusatBelanja_RI Mantap pusat belanja di IKN jadi destinasi belanja favorit nih!,Positif
AngingMamiri26,@m1zon3 Dukung IKN,Netral
Clara_Shinta99,Kepala BNPB: Modifikasi Cuaca Di IKN Untuk Cegah Terjadinya Bencana Operasi modifikasi cuaca ini atas rekomendasi dari BMKG sebagai salah satu cara untuk mengurangi risiko bencana dan dampak bencana. Kalah Iklan Royco Rocky Kaesang Penjilat #cumtribute Semangka https://t.co/RD0MO3CSiB,Netral
heijikmund,i feel kinda sad for garuda ikn now wth tempo...,Negatif
m1zon3,Mari dukung IKN Pembangunan IKN Nusantara merupakan sebuah lompatan besar untuk melakukan transformasi menuju Indonesia Maju. IKN Nusantara akan menunjukkan kebesaran bangsa Indonesia &amp; mencerminkan identitas nasional Kalah Iklan Royco Rocky Kaesang Penjilat #cumtribute Semangka https://t.co/5inwdi4wg9,Positif
m1zon3,Pemerintah memperpanjang upayaÂ modifikasi cuacaÂ di kawasan IKN hingga 12 September 2024. untuk operasi modifikasi cuaca yg dilakukan BNPB tetap dillakukan hingga target pembangunan fisik di IKN bisa tercapai maksimal Kalah Iklan Royco Rocky Kaesang Penjilat #cumtribute Semangka https://t.co/lT841rpqLC,Netral
YolaDamayanti,@realfedinuril @jokowi @prabowo @raymondchins @pandji @Arie_Kriting @Rigensih Coba itu warga tiktok yg kocak2 di kumpulin suruh pindah ke IkN,Positif
mindcraft88,@tempodotco Biarlah IKN hnya buat singgah smentara buat Presiden sedang dinas di wilayah setempat.bukan jdi ibukota negara.ibarat maen catur.The King gak boleh lari dr tuntutan perbaikan nasib rkyat.dimana sbagian bsar rakyat tinggal.@prabowo . pemerataan,Positif
V8V9D,sepertinya skrg Mulyono yg tersandera. atau memang dia sudah lama tersandera . dan manuver2 selama ini yg dilakukan adlh suruhan dalang si penyandera mulyono. siapa ? yg bs jadi bahan sandera bs saja terkait ijazah IKN dan penghilangan nyawa. apapun itu boneka ini hrs di basmi,Positif
ShaniaLorenzz,Kerja sama lintas negara IKN siap jadi kota percontohan dunia. #UGM IKN #IKNModern https://t.co/lie8gxB1DD,Positif
nsingnings,IKN bersiap jadi kota modern dengan kolaborasi UGM dan NUS. #UGM IKN #IKNModern https://t.co/ZGX7OWqLyx,Positif
mdgalihraka,IKN kalau mangkrak penunggu Hambalang bakalan terpingkal pingkal,Positif
NusantaraJaya26,@Hansunriko Dukung IKN,Netral
Kilat_com,Jokowi Manjakan Investor IKN dengan Memberi 190 Tahun HGU dan 160 Tahun HGB https://t.co/oKzdFxDC3L,Netral
Olonedale,@KompasTV Itu kan msh sesuai dgn UU IKN jd boleh &amp; sah2 saja gak masalah kok,Positif
03__nakula,Dukung dong kita boleh beda pilihan dan pandangan politik tapi tetap harus mendahulukan kepentingan bangsa terutama terkait perayaan hari Kemerdekaan Republik Indonesia entah itu yang di IKN di Jakarta dan daerah lainnya. Wujudkan mimpi anak bangsa untuk jadi pengibar sang https://t.co/kgECLhMkdD,Positif
lubis10922,@geloraco @jokowi klo mundur itu 3 atau 6 bln atau paling lama 1 setahun ...kok bisa jadi 15 sd 20 tahun ? Kasihan ASN yg sdh pindah ke daerah gara2 GAK MAU DIPINDAH KE IKN SAMPEYAN GAK MIKIR DAMPAK KEBIJAKAN DAN JANJI SEORANG PRESIDEN YA ??,Negatif
rawisuy,Jokowi Manjakan Investor IKN dengan Memberi Insentif 190 Tahun HGU dan 160 Tahun HGB https://t.co/Ly2LWgc43v,Netral
AliminHerman,@rafa_brilli2014 @jokowi IKN oh nasib mu https://t.co/NcvV5Z7zvE,Netral
Tatarori80,IKNð®ð© Musuh NU Kak Nova Bluebird Enzo #JusticeForNova Kaesang Onad,Netral
9Barbrew,@BosPurwa Plecidennya gak konsen...banyak yg dipikirin. Anaknya elektabilitas jeblik IKN molor..bentar lagi jadi pensiunan...,Negatif
taufik_inst,@detikcom bodo amat sm IKN noh.. beresin para koruptor mafia judol aparat yg banyak dpat gelar oknum yg menggerogoti bangsa ini.. gak sadar lu kapal udh oleng msh jg bahas IKN.. tp percuma jg udh mw slesai... hadeew..,Negatif
TGledek2,@HumorJonTampan Pdhal yg menggadai gk pnya tanah sejengkalpun di IKN.,Netral
Detw13,@KompasTV Merdeka aja baru 79 tahun masa tanah IKN tergadai 190 tahun,Netral
Cecepsubrata4,@DokterTifa yg bagus sih nungguin IKN,Positif
WMakello67789,Peninjauan ini dilakukan juga dalam rangka memastikan kesiapan listrik untuk peringatan Hari Kemerdekaan RI di IKN yang akan disuplai 100% menggunakan energi hijau. Menteri BUMN Erick Thohir mengapresiasi gerak cepat PLN dalam menghadirkan listrik hijau di IKN melalui PLTS IKN.,Positif
WMakello67789,Dalam kunjungannya bersama Wakil Menteri BUMN Kartika Wirjoatmodjo dan Sekretaris Kementerian BUMN Rabin Indrajad Hattari Erick memastikan PLTS IKN telah beroperasi melistriki kawasan IKN. #PLNTop500FortuneSEAsia #KinerjaPLNHattrick #PLNHUBIKN,Positif
azariakyla,hari ini HARUS mengunjungi lantai kantor divisi lama yang super seram itu. aura-aura kamu balik ke sini aja yuk nanti kamu kulempar ke IKN -nya kuat sekali.,Positif
Detw13,@liputan6dotcom Merdeka aja baru 79 tahun masa tanah IKN tergadai 190 tahun,Netral
AhdianAdi,@Dandhy_Laksono Presidennya ditanem di IKN sementara di Jkt bagiannya Jokowi melalui anaknya,Netral
_qwerty_komen,@TxtdariTxThehe @SeriDianawati Emang siapa yang bakalan bekerja dan tinggal di IKN?,Positif
_qwerty_komen,@SeriDianawati Yg tinggal dan bekerja di IKN bukan masyarakat umum kan?,Positif
tribunkaltim,Luhut Sebut tak Ada Masalah pada Anggaran Makan Bergizi Gratis hingga IKN di Kabinet Prabowo-Gibran https://t.co/SEKcUrOn30 lewat @tribunnews #luhut #ikn #prabowogibran #prabowo #kabinet #makanbergizi #menteri,Positif
T4atak,IKN best,Positif
Saodah1234,IKN Nusantara didesain sebagai kawasan pertumbuhan baru dengan semua kriteria yang meliputi smart green dan sustainable sebagai akselerasi pembangunan nasional untuk mewujudkan visi Indonesia 2045. ___ #EURO2024 Ronaldo Portugal Yamal Mbappe Felix Jerman Diogo Costa https://t.co/b9dTXtfl1H,Positif
Yohanes_ARB,@Nidyna10 IKN Nusantarað®ð©ï¸,Netral
dwatcherc,Jujur gw sih seneng ada IKN .. tapi yg jadi pertanyaannya adalah .. setelah IKN jadi apakah pemerintah sanggup untuk menghentikan deforestasi hutan yang ada di Kalimantan terutama yg ada di sekitar IKN ??,Positif
ProperNET,7 Fakta PNS Pindah ke IKN Pejabat Tinggal di Apartemen-ASN Jomblo Bareng https://t.co/NM2RrVPI4U,Positif
elektro_yusuf,@WekW0kW1n Klo mukidi lengser ikn siap huni itu baru mantep ini baru 30% siapa yg mau lanjutin pak wowo? Bisa jadi hambalang kedua siapa nanti yg di ciduk,Positif
HarisPr79861328,Top markotop IKN ð²ð¨,Positif
_chilla_loo,Moots Alhamdulillah aku lolos ke tingkat provinsi makasih yah semua doanya Ikn sepat ikan tongkol I lop yu oll,Netral
Saodah1234,Otorita Ibu Kota Nusantara (IKN) melalui PT Bina Karya (Persero) dan PT Makmur Berkah Hotel menandatangani kesepakatan kerja sama pembangunan Hotel Marriot Internasional. Hotel Bintang lima ini rencananya akan dibangun di kawasan IKN. ___ #EURO2024 Ronaldo Portugal Yamal Mbappe https://t.co/TkbVYQwE6d,Netral
wahyuhamdani222,@meraaahputiiih Progres IKN menciptakan landasan yang kokoh untuk pembangunan ekonomi yang berkelanjutan.,Positif
tupris17,@WekW0kW1n Kalo ga salah .. Kota IKN baru Start mulai di bangun sekitar 2 5 thn yang lalu. HitungÂ²-an saya untuk benarÂ² ber wujud kota masih butuh 10 tahun lagi baru bisa jadi . Asumsi nya sederhana anda hitung sendiri bangun sebuah Hotel bintang 5 butu,Netral
tribunkaltim,IKN Kaltim Diprediksi Bakal Hidup Segan Mati tak Mau Ada Warisan Utang Jatuh Tempo sebesar Rp 800 T https://t.co/W5uZZ1bTG7 lewat @tribunkaltim,Negatif
Jockie154,@democrazymedia Kenapa tidak menunggu surveyor sengkuni bikin survei asal bapak senang tentang IKN?,Positif
ratih_yuni607,@meraaahputiiih Kami warga Padang mendukung pembangunan IKN Nusantara,Netral
BethariSaras,@GlowTryz @prabowo @gibran_tweet @jokowi @AboutIKN @ikn_id @Miduk17 @kurawa @ikn0wu_ Jakarta pasti akan baik2 saja karena mas Gibran sudah mengantisipasi dampak migrasi ASN kementerian yang akan pindah ke IKN,Positif
Bambang_Budimab,@denismalhotra @FeriantoT OTAK KOSLET IKN tak ada kaitan dg TEMPAT TINGGAL PRESIDEN paska MASA JABATANNYA HABIS IKN PROYEK jngk pjng diatur dg UU artinya KEPUTUSAN melibatkan semua LEMBAGA NEGARA Terkait.,Positif
BethariSaras,@gvfftj @jokowi @prabowo @gibran_tweet @AboutIKN @ikn_id @bolo_nomor2 @berkasih_m63350 @denismalhotra Arahan pak Prabowo sangat tepat,Positif
cacafauziah30,PLN terbaik! Menteri BUMN meninjau PLTS PLN dan memastikan bahwa listrik hijau akan digunakan dalam peringatan HUT RI di IKN. Ini bukti nyata PLN dalam mendorong penggunaan energi terbarukan. https://t.co/RgevFAGFXU https://t.co/4VirgzUtIe,Positif
BethariSaras,@GlowTryz @prabowo @jokowi @gibran_tweet @AboutIKN @ikn_id @AiraNtieReal @prabowogibran2 @Projo_Jabar Pak Prabowo memang keren,Positif
BethariSaras,@GwynxAsh @jokowi @prabowo @gibran_tweet @Gerindra @KemenPU @AboutIKN @ikn_id @KADIN_Indonesia @__AnakKolong @Candra4smara @03__nakula Bagus pak Prabowo,Positif
BethariSaras,@gvfftj @jokowi @prabowo @gibran_tweet @Gerindra @KemenPU @AboutIKN @ikn_id @KADIN_Indonesia @ebe_ganzo @Men4ngisW1n @FajriahLabaika Mas Gibran pasti bisa mengantisipasinya dengan baik,Netral
BethariSaras,@haliday0147 @jokowi @prabowo @gibran_tweet @KemenPU @PDemokrat @AboutIKN @ikn_id @KADIN_Indonesia @golkar_id @Official_PAN @AswatiFitri @Men4ngisW1n @triat_gnap68 @Gerindra Bagus bagus,Positif
BethariSaras,@GlowTryz @gibran_tweet @jokowi @prabowo @Gerindra @KemenPU @AboutIKN @ikn_id @KADIN_Indonesia @EffendiRistriy1 @widarto63285827 @zainalamochtar Keren banget pak Prabowo,Positif
BethariSaras,@GwynxAsh @jokowi @prabowo @gibran_tweet @Gerindra @KemenPU @PDemokrat @ikn_id @KADIN_Indonesia @golkar_id @Official_PAN @AboutIKN @TurnBackHoax @Yahceksultan @InonkIskandar88 Lancar lancar terus apa yang direncanakan pak Prabowo,Positif
BethariSaras,@gvfftj @gibran_tweet @jokowi @prabowo @Gerindra @KemenPU @AboutIKN @ikn_id @KADIN_Indonesia @RikeSants @FatimahKanya @Dandhy_Laksono Semoga rencana pak Prabowo lancar,Positif
BethariSaras,@haliday0147 @jokowi @prabowo @gibran_tweet @Gerindra @KemenPU @PDemokrat @KADIN_Indonesia @golkar_id @Official_PAN @AboutIKN @ikn_id Wiiih pak Prabowo sangat taktis,Positif
BethariSaras,@GlowTryz @gibran_tweet @jokowi @prabowo @KemenPU @AboutIKN @ikn_id @KADIN_Indonesia @gilang_ahm31272 @bengkeldodo @FajriahLabaika @Gerindra Mantap pak Prabowo,Positif
BethariSaras,@GwynxAsh @prabowo @gibran_tweet @jokowi @Gerindra @KemenPU @ikn_id @golkar_id @PDemokrat @KADIN_Indonesia @Official_PAN @AboutIKN @JokowiBareng @JokowiSemua @BosPurwa Boleh lah,Positif
BethariSaras,@gvfftj @jokowi @prabowo @gibran_tweet @Gerindra @KemenPU @AboutIKN @ikn_id @KADIN_Indonesia @golkar_id @Official_PAN @PDemokrat @WartaJokowi @JokowiTeguh @03__nakula Menarik juga langkah pak Prabowo,Positif
TirtoID,Pemerintah Berencana Rekrut Sekitar 40 Ribu ASN di IKN https://t.co/3MRRYAfj5b,Netral
Bungachan97,Keren banget PLN! Menteri BUMN mengonfirmasi bahwa PLTS PLN akan mendukung peringatan HUT RI di IKN dengan listrik hijau. Energi bersih semakin menjadi prioritas nasional. https://t.co/IaVmsBYH1n https://t.co/3fI2udsghI,Positif
antaranews,Humaniora kemarin data KIP Kuliah aman dan UMPR buka kampus di IKN https://t.co/B8eOkCA2gg,Positif
_Rajawalinews,IKN akan dibangun untuk mencapai target Indonesia sbg negara maju sesuai Visi Indonesia 2045. Dibangun dgn identitas nasional IKN akan mengubah orientasi pembangunan menjadi Indonesia- sentris serta mempercepat Transformasi Ekonomi Indonesia. *** Gibran Indodax Bahrain Tante https://t.co/J2ByNM1gE3,Positif
sony_station85,@CakKhum Bukan di IKN dia ngakunye lagi resmiin PON,Netral
tvOneNews,Wakil Presiden (Wapres) Ma'ruf Amin akan bertolak ke Ibu Kota Nusantara (IKN) Kalimantan Timur mengikuti sidang kabinet di Istana Kepresidenan IKN Kamis (12/9/2024). Ya benar (Kamis akan bertolak ke IKN) kata Juru Bicara Wapres Masduki Baidlowi dalam pesan singkat yang https://t.co/zedAPfHtjl,Positif
Jam2359WIB,@xquitavee Coba jawab? Apa manfaatnya ikn buat rakyat?,Netral
